SITE_TYPE,SITECODE,NAME,VARIABLE,VALUE,LABEL,SCORE,DATA_SRCE
ASSI,ASSI165,McKean's Moss Part II,Current agircultural emission density (kg NH3/ha/yr),14.167747080264,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI013,Monawilkin,Current agircultural emission density (kg NH3/ha/yr),11.156554189112,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0016619,Monawilkin,Current agircultural emission density (kg NH3/ha/yr),11.1574714312648,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI018,Moneendogue,Current agircultural emission density (kg NH3/ha/yr),5.24163537483291,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI005,Moneygal Bog,Current agircultural emission density (kg NH3/ha/yr),5.71002570271826,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0030211,Moneygal Bog,Current agircultural emission density (kg NH3/ha/yr),5.69965845541083,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI209,Moneygal Bog Part II,Current agircultural emission density (kg NH3/ha/yr),6.48622524408149,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI305,Moneystaghan Bog,Current agircultural emission density (kg NH3/ha/yr),26.5421817734547,Very high agricultural emissions,4,Agricultural ammonia emissions
ASSI,ASSI015,Moninea Bog,Current agircultural emission density (kg NH3/ha/yr),11.0140483238337,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0030212,Moninea Bog,Current agircultural emission density (kg NH3/ha/yr),11.0140292603633,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0030214,Montiaghs Moss,Current agircultural emission density (kg NH3/ha/yr),27.2998218404716,Very high agricultural emissions,4,Agricultural ammonia emissions
ASSI,ASSI379,Mournes Coast,Current agircultural emission density (kg NH3/ha/yr),6.69051090212123,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI180,Moyrourkan Lough,Current agircultural emission density (kg NH3/ha/yr),15.3530198572506,High agricultural emissions,3,Agricultural ammonia emissions
ASSI,ASSI309,Mullaghcarn,Current agircultural emission density (kg NH3/ha/yr),5.75752402178723,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI089,Murlough,Current agircultural emission density (kg NH3/ha/yr),12.3246075283196,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0016612,Murlough,Current agircultural emission density (kg NH3/ha/yr),6.21450209157257,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI060,Ness Wood,Current agircultural emission density (kg NH3/ha/yr),7.55983287493119,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI241,Newlands,Current agircultural emission density (kg NH3/ha/yr),19.5874968077868,High agricultural emissions,3,Agricultural ammonia emissions
SAC,UK0030224,North Antrim Coast,Current agircultural emission density (kg NH3/ha/yr),6.89749635100056,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI022,North Woodburn Glen,Current agircultural emission density (kg NH3/ha/yr),4.61372455686409,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI343,North Woodburn Reservoir,Current agircultural emission density (kg NH3/ha/yr),22.7329583846464,Very high agricultural emissions,4,Agricultural ammonia emissions
ASSI,ASSI105,Outer Ards,Current agircultural emission density (kg NH3/ha/yr),9.45370385676253,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI104,Outer Belfast Lough,Current agircultural emission density (kg NH3/ha/yr),6.09921221694982,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI213,Owenkillew River,Current agircultural emission density (kg NH3/ha/yr),10.468036234385,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0030233,Owenkillew River,Current agircultural emission density (kg NH3/ha/yr),10.2035786854371,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI062,Owenkillew and Glenelly Woods,Current agircultural emission density (kg NH3/ha/yr),20.6571579062076,Very high agricultural emissions,4,Agricultural ammonia emissions
ASSI,ASSI210,Peatlands Park,Current agircultural emission density (kg NH3/ha/yr),19.1357162606837,High agricultural emissions,3,Agricultural ammonia emissions
SAC,UK0030236,Peatlands Park,Current agircultural emission density (kg NH3/ha/yr),19.1357162606837,High agricultural emissions,3,Agricultural ammonia emissions
ASSI,ASSI065,Pettigoe Plateau,Current agircultural emission density (kg NH3/ha/yr),2.08920844713433,Low agricultural emissions,1,Agricultural ammonia emissions
SAC,UK0016607,Pettigoe Plateau,Current agircultural emission density (kg NH3/ha/yr),2.08920844713433,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI390,Prolusk,Current agircultural emission density (kg NH3/ha/yr),20.9667352088098,Very high agricultural emissions,4,Agricultural ammonia emissions
ASSI,ASSI170,Quoile,Current agircultural emission density (kg NH3/ha/yr),7.53694613058607,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0030055,Rathlin Island,Current agircultural emission density (kg NH3/ha/yr),0.367456665082302,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI033,Rathlin Island - Coast,Current agircultural emission density (kg NH3/ha/yr),0.589191277602765,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI265,Rathsherry,Current agircultural emission density (kg NH3/ha/yr),10.2186854485029,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI296,River Faughan and Tributaries,Current agircultural emission density (kg NH3/ha/yr),9.78958005074004,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0030361,River Faughan and Tributaries,Current agircultural emission density (kg NH3/ha/yr),10.5337766585809,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0030360,River Roe and Tributaries,Current agircultural emission density (kg NH3/ha/yr),11.7003549430162,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI397,Roeveagh,Current agircultural emission density (kg NH3/ha/yr),3.56724157460991,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI299,Ross,Current agircultural emission density (kg NH3/ha/yr),2.70094740618211,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI178,Rostrevor Wood,Current agircultural emission density (kg NH3/ha/yr),0.913726827549869,Low agricultural emissions,1,Agricultural ammonia emissions
SAC,UK0030268,Rostrevor Wood,Current agircultural emission density (kg NH3/ha/yr),0.913725745817156,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI268,Round Lough and Lough Fadda,Current agircultural emission density (kg NH3/ha/yr),18.7541712799883,High agricultural emissions,3,Agricultural ammonia emissions
ASSI,ASSI403,Rushy Hill,Current agircultural emission density (kg NH3/ha/yr),5.59525181184241,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI300,Scraghy,Current agircultural emission density (kg NH3/ha/yr),1.66343223987144,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI222,Selshion,Current agircultural emission density (kg NH3/ha/yr),18.4271559196715,High agricultural emissions,3,Agricultural ammonia emissions
ASSI,ASSI377,Shane's Castle,Current agircultural emission density (kg NH3/ha/yr),15.2587576352954,High agricultural emissions,3,Agricultural ammonia emissions
ASSI,ASSI273,Sheepland Coast,Current agircultural emission density (kg NH3/ha/yr),10.6811809153229,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI195,Silverbrook Wood,Current agircultural emission density (kg NH3/ha/yr),13.2138777110985,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI077,Slieve Beagh,Current agircultural emission density (kg NH3/ha/yr),3.76064903125985,Low agricultural emissions,1,Agricultural ammonia emissions
SAC,UK0016622,Slieve Beagh,Current agircultural emission density (kg NH3/ha/yr),3.76064860381929,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI198,Slieve Gullion,Current agircultural emission density (kg NH3/ha/yr),14.392362923642,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0030277,Slieve Gullion,Current agircultural emission density (kg NH3/ha/yr),14.3923440598683,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI303,Slieveanorra and Croaghan,Current agircultural emission density (kg NH3/ha/yr),2.8063872755194,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI063,Slievenacloy,Current agircultural emission density (kg NH3/ha/yr),5.36774731370003,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI276,Sloughan and Willmount Glens,Current agircultural emission density (kg NH3/ha/yr),3.23574854874009,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI258,Smulgedon,Current agircultural emission density (kg NH3/ha/yr),4.51333780434379,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI344,South Woodburn,Current agircultural emission density (kg NH3/ha/yr),8.22994299659413,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI386,St. John's Point,Current agircultural emission density (kg NH3/ha/yr),1.12420829155646,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI058,Strabane Glen,Current agircultural emission density (kg NH3/ha/yr),34.0698749653281,Very high agricultural emissions,4,Agricultural ammonia emissions
ASSI,ASSI179,Straghans Lough,Current agircultural emission density (kg NH3/ha/yr),17.9500119964813,High agricultural emissions,3,Agricultural ammonia emissions
ASSI,ASSI162,Straidkilly Wood,Current agircultural emission density (kg NH3/ha/yr),14.3221806204403,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI385,Stranacally,Current agircultural emission density (kg NH3/ha/yr),4.19042953864127,Low agricultural emissions,1,Agricultural ammonia emissions
SAC,UK0016618,Strangford Lough,Current agircultural emission density (kg NH3/ha/yr),8.1669718753043,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI006,Strangford Lough Part 1,Current agircultural emission density (kg NH3/ha/yr),4.64457527974136,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI032,Strangford Lough Part 2,Current agircultural emission density (kg NH3/ha/yr),9.0489267473151,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI034,Strangford Lough Part 3,Current agircultural emission density (kg NH3/ha/yr),7.7489719853967,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI080,Summerhill Lough,Current agircultural emission density (kg NH3/ha/yr),10.9780803668675,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI415,Tamnyrankin,Current agircultural emission density (kg NH3/ha/yr),9.71262280144681,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI070,Tattenamona Bog,Current agircultural emission density (kg NH3/ha/yr),12.618043318505,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0016608,Teal Lough,Current agircultural emission density (kg NH3/ha/yr),3.08697504378961,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI088,Teal Lough Part II,Current agircultural emission density (kg NH3/ha/yr),2.61975509962959,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI011,Teal Lough and Slaghtfreeden Bogs,Current agircultural emission density (kg NH3/ha/yr),2.19926524817163,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI364,Tempo River,Current agircultural emission density (kg NH3/ha/yr),23.1527376518337,Very high agricultural emissions,4,Agricultural ammonia emissions
ASSI,ASSI191,The Cliffs of Magho,Current agircultural emission density (kg NH3/ha/yr),4.2735436661481,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI129,Tonnagh Beg Bog,Current agircultural emission density (kg NH3/ha/yr),33.1208191751114,Very high agricultural emissions,4,Agricultural ammonia emissions
SAC,UK0030325,Tonnagh Beg Bog,Current agircultural emission density (kg NH3/ha/yr),33.1208191751114,Very high agricultural emissions,4,Agricultural ammonia emissions
ASSI,ASSI163,Tow River Wood,Current agircultural emission density (kg NH3/ha/yr),11.9576022363845,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI332,Tower More,Current agircultural emission density (kg NH3/ha/yr),5.182412657482,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI130,Tully Bog,Current agircultural emission density (kg NH3/ha/yr),42.0121969525572,Very high agricultural emissions,4,Agricultural ammonia emissions
SAC,UK0030326,Tully Bog,Current agircultural emission density (kg NH3/ha/yr),42.0121969525794,Very high agricultural emissions,4,Agricultural ammonia emissions
ASSI,ASSI216,Tullyard,Current agircultural emission density (kg NH3/ha/yr),8.43866503143353,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI146,Tullybrick Lough,Current agircultural emission density (kg NH3/ha/yr),6.01616632473665,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI321,Tullyratty,Current agircultural emission density (kg NH3/ha/yr),10.7450353243373,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI190,Tullysranadeega,Current agircultural emission density (kg NH3/ha/yr),4.40636214938359,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI148,Turmennan,Current agircultural emission density (kg NH3/ha/yr),32.2229888110072,Very high agricultural emissions,4,Agricultural ammonia emissions
SAC,UK0030291,Turmennan,Current agircultural emission density (kg NH3/ha/yr),32.2231122071162,Very high agricultural emissions,4,Agricultural ammonia emissions
ASSI,ASSI358,Tyrella and Minerstown,Current agircultural emission density (kg NH3/ha/yr),11.376907127611,Moderate agricultural emissions,2,Agricultural ammonia emissions
SAC,UK0030296,Upper Ballinderry River,Current agircultural emission density (kg NH3/ha/yr),21.8729527939722,Very high agricultural emissions,4,Agricultural ammonia emissions
SAC,UK0016614,Upper Lough Erne,Current agircultural emission density (kg NH3/ha/yr),11.3145873454349,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI093,Upper Lough Erne - Belleisle,Current agircultural emission density (kg NH3/ha/yr),9.4059907105711,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI071,Upper Lough Erne - Crom,Current agircultural emission density (kg NH3/ha/yr),9.62827799527542,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI090,Upper Lough Erne - Galloon,Current agircultural emission density (kg NH3/ha/yr),9.68340065252699,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI094,Upper Lough Erne - Trannish,Current agircultural emission density (kg NH3/ha/yr),12.1044644816071,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI201,West Fermanagh Scarplands,Current agircultural emission density (kg NH3/ha/yr),3.5382108379336,Low agricultural emissions,1,Agricultural ammonia emissions
SAC,UK0030300,West Fermanagh Scarplands,Current agircultural emission density (kg NH3/ha/yr),3.53824582448351,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI351,Western Mournes and Kilfeaghan Upper,Current agircultural emission density (kg NH3/ha/yr),4.94622570393214,Low agricultural emissions,1,Agricultural ammonia emissions
ASSI,ASSI107,White Park Bay,Current agircultural emission density (kg NH3/ha/yr),7.28881439360548,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI352,White Water River,Current agircultural emission density (kg NH3/ha/yr),13.614587377034,Moderate agricultural emissions,2,Agricultural ammonia emissions
ASSI,ASSI131,Wolf Island Bog,Current agircultural emission density (kg NH3/ha/yr),18.3086431001961,High agricultural emissions,3,Agricultural ammonia emissions
SAC,UK0030303,Wolf Island Bog,Current agircultural emission density (kg NH3/ha/yr),18.3086693245566,High agricultural emissions,3,Agricultural ammonia emissions
ASSI,ASSI228,Aghanloo Wood,% change in agircultural emission density (2013 - 2017),3.18695184523478,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI171,Altikeeragh,% change in agircultural emission density (2013 - 2017),15.4194333829093,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI059,Altmover Glen,% change in agircultural emission density (2013 - 2017),15.3534796554557,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI121,Annachullion Lough,% change in agircultural emission density (2013 - 2017),-19.5973565987184,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI038,Annacramph Meadows,% change in agircultural emission density (2013 - 2017),19.1661642540399,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI308,Annaghagh Bog,% change in agircultural emission density (2013 - 2017),-21.8376175164553,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI149,Aughnadarragh Lough,% change in agircultural emission density (2013 - 2017),12.496915007024,Increase,3,Agricultural ammonia emissions
SAC,UK0030318,Aughnadarragh Lough,% change in agircultural emission density (2013 - 2017),12.496915007024,Increase,3,Agricultural ammonia emissions
ASSI,ASSI150,Ballybannan,% change in agircultural emission density (2013 - 2017),-20.1914354778793,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI399,Ballygalley Head,% change in agircultural emission density (2013 - 2017),2.34104298251809,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI153,Ballykilbeg,% change in agircultural emission density (2013 - 2017),-19.5373229205221,Large decrease,0,Agricultural ammonia emissions
SAC,UK0030319,Ballykilbeg,% change in agircultural emission density (2013 - 2017),-19.5373229205221,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI194,Ballyknock,% change in agircultural emission density (2013 - 2017),40.3817856709258,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI260,Ballymacaldrack,% change in agircultural emission density (2013 - 2017),14.3611843843336,Increase,3,Agricultural ammonia emissions
ASSI,ASSI257,Ballymacallion,% change in agircultural emission density (2013 - 2017),26.9982793752361,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI152,Ballynagross Lower,% change in agircultural emission density (2013 - 2017),14.6890470605733,Increase,3,Agricultural ammonia emissions
ASSI,ASSI010,Ballynahone Bog,% change in agircultural emission density (2013 - 2017),18.4046399642248,Large increase,4,Agricultural ammonia emissions
SAC,UK0016599,Ballynahone Bog,% change in agircultural emission density (2013 - 2017),18.4046399642248,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI217,Ballynanaghten,% change in agircultural emission density (2013 - 2017),152.583276607784,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI087,Ballyquintin Point,% change in agircultural emission density (2013 - 2017),-2.19126006787086,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI266,Ballyrisk More,% change in agircultural emission density (2013 - 2017),0.262009426920997,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI064,Banagher Glen,% change in agircultural emission density (2013 - 2017),23.1927397144405,Large increase,4,Agricultural ammonia emissions
SAC,UK0030083,Banagher Glen,% change in agircultural emission density (2013 - 2017),23.1927397144405,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI208,Bann Estuary,% change in agircultural emission density (2013 - 2017),6.01684677070446,Increase,3,Agricultural ammonia emissions
SAC,UK0030084,Bann Estuary,% change in agircultural emission density (2013 - 2017),6.01684677070446,Increase,3,Agricultural ammonia emissions
ASSI,ASSI349,Baronscourt,% change in agircultural emission density (2013 - 2017),41.9866705347515,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI016,Beagh Big,% change in agircultural emission density (2013 - 2017),19.9674333938853,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI406,Belvoir,% change in agircultural emission density (2013 - 2017),7.96666857457441,Increase,3,Agricultural ammonia emissions
ASSI,ASSI271,Big Dog Scarps and Lakes,% change in agircultural emission density (2013 - 2017),0.252959689944972,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI212,Binevenagh,% change in agircultural emission density (2013 - 2017),6.51336724349535,Increase,3,Agricultural ammonia emissions
SAC,UK0030089,Binevenagh,% change in agircultural emission density (2013 - 2017),6.51336724349508,Increase,3,Agricultural ammonia emissions
ASSI,ASSI007,Black Bog,% change in agircultural emission density (2013 - 2017),24.383225266178,Large increase,4,Agricultural ammonia emissions
SAC,UK0016609,Black Bog,% change in agircultural emission density (2013 - 2017),24.383225266178,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI239,Black Lough Tyrone,% change in agircultural emission density (2013 - 2017),-21.7851545858949,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI298,Blackslee,% change in agircultural emission density (2013 - 2017),50.3627739781543,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI336,Blaeberry Island Bog,% change in agircultural emission density (2013 - 2017),2.50499720063955,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI227,Bonds Glen,% change in agircultural emission density (2013 - 2017),13.7284604732804,Increase,3,Agricultural ammonia emissions
ASSI,ASSI339,Brackagh Bog,% change in agircultural emission density (2013 - 2017),10.0112837397491,Increase,3,Agricultural ammonia emissions
ASSI,ASSI161,Breen Wood,% change in agircultural emission density (2013 - 2017),-4.75629236264188,Minor changes,2,Agricultural ammonia emissions
SAC,UK0030097,Breen Wood,% change in agircultural emission density (2013 - 2017),-4.75629236264199,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI081,Burdautien Lough,% change in agircultural emission density (2013 - 2017),47.9460380479775,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI123,Caldanagh Bog,% change in agircultural emission density (2013 - 2017),5.40283595909068,Increase,3,Agricultural ammonia emissions
ASSI,ASSI342,Caledon and Tynan,% change in agircultural emission density (2013 - 2017),159.792647032691,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI302,Carey Valley,% change in agircultural emission density (2013 - 2017),-4.74220712026129,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI103,Carlingford Lough,% change in agircultural emission density (2013 - 2017),10.7582018867089,Increase,3,Agricultural ammonia emissions
SAC,UK0030110,Carn - Glenshane Pass,% change in agircultural emission density (2013 - 2017),11.6547542864961,Increase,3,Agricultural ammonia emissions
ASSI,ASSI167,Carn/Glenshane Pass,% change in agircultural emission density (2013 - 2017),11.6547542864962,Increase,3,Agricultural ammonia emissions
ASSI,ASSI215,Carrickastickan,% change in agircultural emission density (2013 - 2017),28.5872782984663,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI156,Carrowcarlin,% change in agircultural emission density (2013 - 2017),-12.9525222386526,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI189,Cashel Loughs,% change in agircultural emission density (2013 - 2017),3.17908196655288,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI157,Castle Enigan,% change in agircultural emission density (2013 - 2017),-1.21540342124113,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI259,Castle River Valley,% change in agircultural emission density (2013 - 2017),0.0394855705300844,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI350,Castlecoole,% change in agircultural emission density (2013 - 2017),-1.76109529305371,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI193,Castletown,% change in agircultural emission density (2013 - 2017),13.9509464274927,Increase,3,Agricultural ammonia emissions
ASSI,ASSI398,Cavan,% change in agircultural emission density (2013 - 2017),-12.6567955454064,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI026,Cleggan Valley,% change in agircultural emission density (2013 - 2017),61.856496403104,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI409,Clermont & Anglesey Mountain,% change in agircultural emission density (2013 - 2017),16.0072150670448,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI392,Cloghcor Lough,% change in agircultural emission density (2013 - 2017),38.6115596672624,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI267,Coolnasillagh,% change in agircultural emission density (2013 - 2017),1.27932342124032,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI345,Copeland Reservoir,% change in agircultural emission density (2013 - 2017),128.291031794992,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI155,Corbally,% change in agircultural emission density (2013 - 2017),-13.1056583994585,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI197,Corbylin Wood,% change in agircultural emission density (2013 - 2017),4.82749650588862,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI048,Corraslough Point,% change in agircultural emission density (2013 - 2017),39.259266494467,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI164,Craigantlet Woods,% change in agircultural emission density (2013 - 2017),-37.4647481837968,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI372,Craigs,% change in agircultural emission density (2013 - 2017),-22.6873924025578,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI124,Cranny Bogs,% change in agircultural emission density (2013 - 2017),-6.13232483219107,Decrease,1,Agricultural ammonia emissions
SAC,UK0030321,Cranny Bogs,% change in agircultural emission density (2013 - 2017),-6.13232483219103,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI408,Cranny Falls,% change in agircultural emission density (2013 - 2017),69.9133206372684,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI378,Croagh Bog,% change in agircultural emission density (2013 - 2017),33.7723979800995,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI055,Crockaghole Wood,% change in agircultural emission density (2013 - 2017),17.2321456650142,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI183,Crossbane Lough,% change in agircultural emission density (2013 - 2017),12.5897460252235,Increase,3,Agricultural ammonia emissions
ASSI,ASSI263,Cruninish Island,% change in agircultural emission density (2013 - 2017),-42.1223276980151,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI069,Cuilcagh Mountain,% change in agircultural emission density (2013 - 2017),9.57759554849837,Increase,3,Agricultural ammonia emissions
SAC,UK0016603,Cuilcagh Mountain,% change in agircultural emission density (2013 - 2017),9.57759554849837,Increase,3,Agricultural ammonia emissions
ASSI,ASSI223,Cullentra Lough,% change in agircultural emission density (2013 - 2017),5.34141133748479,Increase,3,Agricultural ammonia emissions
ASSI,ASSI074,Curran Bog,% change in agircultural emission density (2013 - 2017),6.60485280545391,Increase,3,Agricultural ammonia emissions
SAC,UK0030322,Curran Bog,% change in agircultural emission density (2013 - 2017),6.60485280545393,Increase,3,Agricultural ammonia emissions
ASSI,ASSI125,Dead Island Bog,% change in agircultural emission density (2013 - 2017),-3.5574992444341,Minor changes,2,Agricultural ammonia emissions
SAC,UK0030323,Dead Island Bog,% change in agircultural emission density (2013 - 2017),-3.5574992444341,Minor changes,2,Agricultural ammonia emissions
ASSI,ASSI035,Deroran Bog,% change in agircultural emission density (2013 - 2017),44.4078280669892,Large increase,4,Agricultural ammonia emissions
SAC,UK0030324,Deroran Bog,% change in agircultural emission density (2013 - 2017),44.4078280669892,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI237,Derrycloony Lough,% change in agircultural emission density (2013 - 2017),82.230702632371,Large increase,4,Agricultural ammonia emissions
ASSI,ASSI079,Derryleckagh,% change in agircultural emission density (2013 - 2017),14.0544919629741,Increase,3,Agricultural ammonia emissions
SAC,UK0016620,Derryleckagh,% change in agircultural emission density (2013 - 2017),14.0544919629741,Increase,3,Agricultural ammonia emissions
ASSI,ASSI221,Derryvore,% change in agircultural emission density (2013 - 2017),6.75992407149782,Increase,3,Agricultural ammonia emissions
ASSI,ASSI269,Devenish Island,% change in agircultural emission density (2013 - 2017),-27.5673284196349,Large decrease,0,Agricultural ammonia emissions
ASSI,ASSI122,Drumacrittin Lough,% change in agircultural emission density (2013 - 2017),-5.16970558207935,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI322,Drumbegger,% change in agircultural emission density (2013 - 2017),9.71263011842413,Increase,3,Agricultural ammonia emissions
ASSI,ASSI182,Drumcarn,% change in agircultural emission density (2013 - 2017),11.2310452181022,Increase,3,Agricultural ammonia emissions
ASSI,ASSI240,Drumcrow,% change in agircultural emission density (2013 - 2017),-14.9906967095102,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI402,Drumcully,% change in agircultural emission density (2013 - 2017),-14.3318507662425,Decrease,1,Agricultural ammonia emissions
ASSI,ASSI056,Drumlea and Mullan Woods,% change in agircultural emission density (2013 - 2017),13.9814821930441,Increase,3,Agricultural ammonia emissions
ASSI,ASSI020,Drumlisaleen,% change in agircultural emission density (2013 - 2017),-12.6242575778558,Decrease,1,Agricultural ammonia emissions
