SITE_TYPE,NAME,SITECODE,DepType,VARIABLE,VALUE,SCORE,LABEL,DATA_SRCE
ASSI,Deroran Bog,ASSI035,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Lackan Bog,ASSI037,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Annacramph Meadows,ASSI038,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Loughkeelan,ASSI039,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Rathlin Island - Ballygill North,ASSI043,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Rathlin Island - Ballycarry,ASSI045,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Corraslough Point,ASSI048,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Lough Foyle,ASSI051,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Inishroosk,ASSI054,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Crockaghole Wood,ASSI055,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Drumlea and Mullan Woods,ASSI056,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Glenmore Wood,ASSI057,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Strabane Glen,ASSI058,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Altmover Glen,ASSI059,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ness Wood,ASSI060,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ervey Wood,ASSI061,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Owenkillew and Glenelly Woods,ASSI062,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Slievenacloy,ASSI063,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Banagher Glen,ASSI064,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Pettigoe Plateau,ASSI065,Grid Average,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),3,4,Extremely sensitive,N Futures (2016 - 2018 baseline)
ASSI,Pettigoe Plateau,ASSI065,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Garron Plateau,ASSI067,Grid Average,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),3,4,Extremely sensitive,N Futures (2016 - 2018 baseline)
ASSI,Garron Plateau,ASSI067,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Magilligan,ASSI068,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Cuilcagh Mountain,ASSI069,Grid Average,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),3,4,Extremely sensitive,N Futures (2016 - 2018 baseline)
ASSI,Cuilcagh Mountain,ASSI069,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Tattenamona Bog,ASSI070,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Upper Lough Erne - Crom,ASSI071,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Upper Lough Erne - Crom,ASSI071,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Curran Bog,ASSI074,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Slieve Beagh,ASSI077,Grid Average,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),3,4,Extremely sensitive,N Futures (2016 - 2018 baseline)
ASSI,Slieve Beagh,ASSI077,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Kilroosky Lough,ASSI078,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Derryleckagh,ASSI079,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Derryleckagh,ASSI079,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Summerhill Lough,ASSI080,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Burdautien Lough,ASSI081,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Killard,ASSI086,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ballyquintin Point,ASSI087,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Teal Lough Part II,ASSI088,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Murlough,ASSI089,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Upper Lough Erne - Galloon,ASSI090,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Upper Lough Erne - Galloon,ASSI090,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Upper Lough Erne - Belleisle,ASSI093,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Upper Lough Erne - Belleisle,ASSI093,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Upper Lough Erne - Trannish,ASSI094,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Upper Lough Erne - Trannish,ASSI094,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Eastern Mournes,ASSI095,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Carlingford Lough,ASSI103,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Outer Belfast Lough,ASSI104,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Outer Ards,ASSI105,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Larne Lough,ASSI106,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,White Park Bay,ASSI107,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Finn Floods,ASSI110,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Largalinny,ASSI111,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Largalinny,ASSI111,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Annachullion Lough,ASSI121,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Drumacrittin Lough,ASSI122,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Caldanagh Bog,ASSI123,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Cranny Bogs,ASSI124,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Dead Island Bog,ASSI125,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Frosses Bog,ASSI126,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Garry Bog Part II,ASSI127,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,McKean's Moss,ASSI128,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Tonnagh Beg Bog,ASSI129,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Tully Bog,ASSI130,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Wolf Island Bog,ASSI131,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Heron and Carrigullian Loughs,ASSI132,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Essan Burn and Mullyfamore,ASSI134,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Lough Melvin,ASSI140,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Lough Melvin,ASSI140,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Tullybrick Lough,ASSI146,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Turmennan,ASSI148,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Aughnadarragh Lough,ASSI149,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ballybannan,ASSI150,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ballycam,ASSI151,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ballynagross Lower,ASSI152,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ballykilbeg,ASSI153,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Corbally,ASSI155,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Carrowcarlin,ASSI156,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Castle Enigan,ASSI157,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Greenan Lough,ASSI158,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Loughmoney,ASSI159,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Greenan,ASSI160,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Breen Wood,ASSI161,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Straidkilly Wood,ASSI162,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Tow River Wood,ASSI163,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Craigantlet Woods,ASSI164,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,McKean's Moss Part II,ASSI165,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Knockninny Hill,ASSI166,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Knockninny Hill,ASSI166,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Carn/Glenshane Pass,ASSI167,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Glennasheevar,ASSI168,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Leathemstown,ASSI169,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Quoile,ASSI170,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Quoile,ASSI170,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Altikeeragh,ASSI171,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Rostrevor Wood,ASSI178,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Straghans Lough,ASSI179,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Moyrourkan Lough,ASSI180,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Drumcarn,ASSI182,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Crossbane Lough,ASSI183,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Cashel Loughs,ASSI189,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Tullysranadeega,ASSI190,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,The Cliffs of Magho,ASSI191,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,The Cliffs of Magho,ASSI191,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Castletown,ASSI193,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ballyknock,ASSI194,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Silverbrook Wood,ASSI195,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Grange Wood,ASSI196,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Corbylin Wood,ASSI197,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Slieve Gullion,ASSI198,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,West Fermanagh Scarplands,ASSI201,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,West Fermanagh Scarplands,ASSI201,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Giant's Causeway and Dunseverick,ASSI202,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Lurgan Lough,ASSI204,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Drumlougher Lough,ASSI205,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Loughaveely,ASSI206,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Kilnameel,ASSI207,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Bann Estuary,ASSI208,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Moneygal Bog Part II,ASSI209,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Peatlands Park,ASSI210,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Peatlands Park,ASSI210,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Hollymount,ASSI211,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Binevenagh,ASSI212,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Owenkillew River,ASSI213,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Levallymore,ASSI214,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Carrickastickan,ASSI215,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Tullyard,ASSI216,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ballynanaghten,ASSI217,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Derryvore,ASSI221,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Selshion,ASSI222,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Cullentra Lough,ASSI223,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Cullentra Lough,ASSI223,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Fymore Lough,ASSI224,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Killough Bay and Strand Lough,ASSI225,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Bonds Glen,ASSI227,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Bonds Glen,ASSI227,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Aghanloo Wood,ASSI228,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Derrycloony Lough,ASSI237,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Fathom Upper,ASSI238,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Black Lough (Tyrone),ASSI239,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Drumcrow,ASSI240,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Newlands,ASSI241,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Errigal Glen,ASSI256,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ballymacallion,ASSI257,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Smulgedon,ASSI258,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Castle River Valley,ASSI259,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ballymacaldrack,ASSI260,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Lough McCall,ASSI261,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Lough na blaney bane,ASSI262,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Cruninish Island,ASSI263,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Hare Island,ASSI264,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
