SITE_TYPE,NAME,SITECODE,DepType,VARIABLE,VALUE,SCORE,LABEL,DATA_SRCE
ASSI,Hollymount,ASSI211,Woodland,Excess Nitrogen (kg N ha-1 yr-1),27.9025731970895,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Binevenagh,ASSI212,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),6.80401514523836,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Owenkillew River,ASSI213,Woodland,Excess Nitrogen (kg N ha-1 yr-1),22.8282203274955,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Levallymore,ASSI214,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),6.88483691008193,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Carrickastickan,ASSI215,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),5.33482915242511,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Tullyard,ASSI216,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),9.8631858825684,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Ballynanaghten,ASSI217,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),7.16330846150719,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Derryvore,ASSI221,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),12.2696770931344,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Selshion,ASSI222,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),13.2226728319611,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Cullentra Lough,ASSI223,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),11.0545782719163,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Cullentra Lough,ASSI223,Woodland,Excess Nitrogen (kg N ha-1 yr-1),31.7412488298669,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Fymore Lough,ASSI224,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),18.8421153009465,3,High,N Futures (2016 - 2018 baseline)
ASSI,Killough Bay and Strand Lough,ASSI225,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),6.75455528350865,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Bonds Glen,ASSI227,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),6.37364610657317,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Bonds Glen,ASSI227,Woodland,Excess Nitrogen (kg N ha-1 yr-1),22.6196169020369,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Aghanloo Wood,ASSI228,Woodland,Excess Nitrogen (kg N ha-1 yr-1),15.7794927265203,3,High,N Futures (2016 - 2018 baseline)
ASSI,Derrycloony Lough,ASSI237,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),17.7381706485208,3,High,N Futures (2016 - 2018 baseline)
ASSI,Fathom Upper,ASSI238,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),4.49588307212378,1,Low,N Futures (2016 - 2018 baseline)
ASSI,Black Lough (Tyrone),ASSI239,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),24.334222381732,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Drumcrow,ASSI240,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),15.351276152403,3,High,N Futures (2016 - 2018 baseline)
ASSI,Newlands,ASSI241,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0.977534490687242,1,Low,N Futures (2016 - 2018 baseline)
ASSI,Errigal Glen,ASSI256,Woodland,Excess Nitrogen (kg N ha-1 yr-1),23.6162119638414,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Ballymacallion,ASSI257,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),7.24957788608534,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Smulgedon,ASSI258,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),6.7532386779785,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Castle River Valley,ASSI259,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),6.96085097978442,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Ballymacaldrack,ASSI260,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),17.4246196746826,3,High,N Futures (2016 - 2018 baseline)
ASSI,Lough McCall,ASSI261,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),13.3415565490723,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Lough na blaney bane,ASSI262,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),16.2813148498535,3,High,N Futures (2016 - 2018 baseline)
ASSI,Cruninish Island,ASSI263,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
ASSI,Hare Island,ASSI264,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
ASSI,Rathsherry,ASSI265,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),21.1106774924078,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Ballyrisk More,ASSI266,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),4.08678379574342,1,Low,N Futures (2016 - 2018 baseline)
ASSI,Coolnasillagh,ASSI267,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),7.38417402940768,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Round Lough and Lough Fadda,ASSI268,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),10.935013706495,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Devenish Island,ASSI269,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),1.62554308322531,1,Low,N Futures (2016 - 2018 baseline)
ASSI,Sheepland Coast,ASSI273,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),7.9198969780828,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Dunaree Hill,ASSI274,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),2.84666474339759,1,Low,N Futures (2016 - 2018 baseline)
ASSI,Dunaree Hill,ASSI274,Woodland,Excess Nitrogen (kg N ha-1 yr-1),16.6005085367896,3,High,N Futures (2016 - 2018 baseline)
ASSI,Kirlish,ASSI275,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),5.4448146820068,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Kirlish,ASSI275,Woodland,Excess Nitrogen (kg N ha-1 yr-1),22.1577453613281,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Sloughan and Willmount Glens,ASSI276,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),2.76416271566899,1,Low,N Futures (2016 - 2018 baseline)
ASSI,Sloughan and Willmount Glens,ASSI276,Woodland,Excess Nitrogen (kg N ha-1 yr-1),16.4619579268766,3,High,N Futures (2016 - 2018 baseline)
ASSI,Lough Corr,ASSI294,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),4.20612724961518,1,Low,N Futures (2016 - 2018 baseline)
ASSI,Lough Gullion,ASSI295,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),9.00301489155497,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,River Faughan and Tributaries,ASSI296,Woodland,Excess Nitrogen (kg N ha-1 yr-1),20.8563914751431,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Knocknashangan,ASSI297,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
ASSI,Blackslee,ASSI298,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
ASSI,Blackslee,ASSI298,Woodland,Excess Nitrogen (kg N ha-1 yr-1),10.9118894939581,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Ross,ASSI299,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
ASSI,Scraghy,ASSI300,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),1.35625413283133,1,Low,N Futures (2016 - 2018 baseline)
ASSI,Carey Valley,ASSI302,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),4.38953667894725,1,Low,N Futures (2016 - 2018 baseline)
ASSI,Slieveanorra and Croaghan,ASSI303,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),14.8625758193099,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Moneystaghan Bog,ASSI305,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),15.3325714677278,3,High,N Futures (2016 - 2018 baseline)
ASSI,Knocknacloy,ASSI307,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),23.0446293097883,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Annaghagh Bog,ASSI308,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),22.296470738,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Mullaghcarn,ASSI309,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),12.1980835280846,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Mullaghcarn,ASSI309,Woodland,Excess Nitrogen (kg N ha-1 yr-1),22.5932463445646,4,Very High,N Futures (2016 - 2018 baseline)
ASSI,Tullyratty,ASSI321,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
ASSI,Drumbegger,ASSI322,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
ASSI,Little Deer Park,ASSI323,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),8.40432372033844,2,Moderate,N Futures (2016 - 2018 baseline)
ASSI,Keadew,ASSI324,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
SAC,Ballynahone Bog,UK0016599,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),15.6491792939606,3,High,N Futures (2016 - 2018 baseline)
SAC,Cuilcagh Mountain,UK0016603,Grid Average,Excess Nitrogen (kg N ha-1 yr-1),8.36084521560534,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Cuilcagh Mountain,UK0016603,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),7.57388360602949,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Garron Plateau,UK0016606,Grid Average,Excess Nitrogen (kg N ha-1 yr-1),16.0246470864914,3,High,N Futures (2016 - 2018 baseline)
SAC,Garron Plateau,UK0016606,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),15.7003892599365,3,High,N Futures (2016 - 2018 baseline)
SAC,Pettigoe Plateau,UK0016607,Grid Average,Excess Nitrogen (kg N ha-1 yr-1),3.31261071504652,1,Low,N Futures (2016 - 2018 baseline)
SAC,Pettigoe Plateau,UK0016607,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),2.37633927298825,1,Low,N Futures (2016 - 2018 baseline)
SAC,Teal Lough,UK0016608,Grid Average,Excess Nitrogen (kg N ha-1 yr-1),12.026272770139,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Teal Lough,UK0016608,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),12.4592985281393,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Black Bog,UK0016609,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),11.6359353163631,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Garry Bog,UK0016610,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),15.1839143323122,3,High,N Futures (2016 - 2018 baseline)
SAC,Fairy Water Bogs,UK0016611,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),12.5532895351254,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Murlough,UK0016612,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),11.5342017945632,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Magilligan,UK0016613,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0.74650309557184,1,Low,N Futures (2016 - 2018 baseline)
SAC,Upper Lough Erne,UK0016614,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0.786578361154997,1,Low,N Futures (2016 - 2018 baseline)
SAC,Upper Lough Erne,UK0016614,Woodland,Excess Nitrogen (kg N ha-1 yr-1),22.4688032178308,4,Very High,N Futures (2016 - 2018 baseline)
SAC,Eastern Mournes,UK0016615,Grid Average,Excess Nitrogen (kg N ha-1 yr-1),18.9468586657009,3,High,N Futures (2016 - 2018 baseline)
SAC,Eastern Mournes,UK0016615,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),19.0932445733801,3,High,N Futures (2016 - 2018 baseline)
SAC,Strangford Lough,UK0016618,Grid Average,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
SAC,Strangford Lough,UK0016618,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),7.84393339767159,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Monawilkin,UK0016619,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
SAC,Monawilkin,UK0016619,Woodland,Excess Nitrogen (kg N ha-1 yr-1),6.12386297669575,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Derryleckagh,UK0016620,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),18.2005780049964,3,High,N Futures (2016 - 2018 baseline)
SAC,Derryleckagh,UK0016620,Woodland,Excess Nitrogen (kg N ha-1 yr-1),36.2541224626259,4,Very High,N Futures (2016 - 2018 baseline)
SAC,Magheraveely Marl Loughs,UK0016621,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),15.2639038165478,3,High,N Futures (2016 - 2018 baseline)
SAC,Slieve Beagh,UK0016622,Grid Average,Excess Nitrogen (kg N ha-1 yr-1),16.5835978079593,3,High,N Futures (2016 - 2018 baseline)
SAC,Slieve Beagh,UK0016622,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),14.8712774847765,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Largalinny,UK0030045,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),3.94033944040274,1,Low,N Futures (2016 - 2018 baseline)
SAC,Largalinny,UK0030045,Woodland,Excess Nitrogen (kg N ha-1 yr-1),9.93563320798205,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Lough Melvin,UK0030047,Grid Average,Excess Nitrogen (kg N ha-1 yr-1),0.269215284751649,1,Low,N Futures (2016 - 2018 baseline)
SAC,Lough Melvin,UK0030047,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
SAC,Lough Melvin,UK0030047,Woodland,Excess Nitrogen (kg N ha-1 yr-1),3.1208988731156,1,Low,N Futures (2016 - 2018 baseline)
SAC,Rathlin Island,UK0030055,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),0,0,No exceedance,N Futures (2016 - 2018 baseline)
SAC,Banagher Glen,UK0030083,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),7.42028173671994,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Banagher Glen,UK0030083,Woodland,Excess Nitrogen (kg N ha-1 yr-1),16.7150041475238,3,High,N Futures (2016 - 2018 baseline)
SAC,Bann Estuary,UK0030084,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),4.32754883959306,1,Low,N Futures (2016 - 2018 baseline)
SAC,Binevenagh,UK0030089,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),6.80406232894266,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Breen Wood,UK0030097,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),8.03110021628729,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Breen Wood,UK0030097,Woodland,Excess Nitrogen (kg N ha-1 yr-1),22.6340739443456,4,Very High,N Futures (2016 - 2018 baseline)
SAC,Carn  Glenshane Pass,UK0030110,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),13.1360215831972,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Hollymount,UK0030169,Woodland,Excess Nitrogen (kg N ha-1 yr-1),22.9026408425654,4,Very High,N Futures (2016 - 2018 baseline)
SAC,Lecale Fens,UK0030180,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),4.8965279157121,1,Low,N Futures (2016 - 2018 baseline)
SAC,Main Valley Bogs,UK0030199,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),23.8441264388143,4,Very High,N Futures (2016 - 2018 baseline)
SAC,Moneygal Bog,UK0030211,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),12.9208127489833,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Moninea Bog,UK0030212,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),12.0303749381247,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Montiaghs Moss,UK0030214,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),9.01662842649787,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,North Antrim Coast,UK0030224,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),11.2285106804662,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Owenkillew River,UK0030233,Woodland,Excess Nitrogen (kg N ha-1 yr-1),22.5366046163876,4,Very High,N Futures (2016 - 2018 baseline)
SAC,Peatlands Park,UK0030236,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),15.981377147412,3,High,N Futures (2016 - 2018 baseline)
SAC,Peatlands Park,UK0030236,Woodland,Excess Nitrogen (kg N ha-1 yr-1),33.3407111914667,4,Very High,N Futures (2016 - 2018 baseline)
SAC,Rostrevor Wood,UK0030268,Woodland,Excess Nitrogen (kg N ha-1 yr-1),21.4695503285389,4,Very High,N Futures (2016 - 2018 baseline)
SAC,Slieve Gullion,UK0030277,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),20.4174755913506,4,Very High,N Futures (2016 - 2018 baseline)
SAC,Turmennan,UK0030291,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),9.47836377357217,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Upper Ballinderry River,UK0030296,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),21.5221639240739,4,Very High,N Futures (2016 - 2018 baseline)
SAC,Upper Ballinderry River,UK0030296,Woodland,Excess Nitrogen (kg N ha-1 yr-1),35.5483749099013,4,Very High,N Futures (2016 - 2018 baseline)
SAC,West Fermanagh Scarplands,UK0030300,Grid Average,Excess Nitrogen (kg N ha-1 yr-1),5.11526899034607,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,West Fermanagh Scarplands,UK0030300,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),4.38139415503934,1,Low,N Futures (2016 - 2018 baseline)
SAC,West Fermanagh Scarplands,UK0030300,Woodland,Excess Nitrogen (kg N ha-1 yr-1),5.34719584263715,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Wolf Island Bog,UK0030303,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),15.1651763924084,3,High,N Futures (2016 - 2018 baseline)
SAC,Aughnadarragh Lough,UK0030318,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),13.3675740758268,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Ballykilbeg,UK0030319,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),11.4308066569583,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Cranny Bogs,UK0030321,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),16.3399234970039,3,High,N Futures (2016 - 2018 baseline)
SAC,Curran Bog,UK0030322,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),16.317889665401,3,High,N Futures (2016 - 2018 baseline)
SAC,Dead Island Bog,UK0030323,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),15.703633263778,3,High,N Futures (2016 - 2018 baseline)
SAC,Deroran Bog,UK0030324,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),16.7191519132056,3,High,N Futures (2016 - 2018 baseline)
SAC,Tonnagh Beg Bog,UK0030325,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),14.7431338408897,2,Moderate,N Futures (2016 - 2018 baseline)
SAC,Tully Bog,UK0030326,Low-growing semi-natural vegetation,Excess Nitrogen (kg N ha-1 yr-1),15.5245051051972,3,High,N Futures (2016 - 2018 baseline)
SAC,River Roe and Tributaries,UK0030360,Woodland,Excess Nitrogen (kg N ha-1 yr-1),16.3143438755251,3,High,N Futures (2016 - 2018 baseline)
SAC,River Faughan and Tributaries,UK0030361,Woodland,Excess Nitrogen (kg N ha-1 yr-1),16.0513196111986,3,High,N Futures (2016 - 2018 baseline)
ASSI,Garry Bog,ASSI004,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Moneygal Bog,ASSI005,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Strangford Lough Part 1,ASSI006,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Black Bog,ASSI007,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Fairy Water Bogs,ASSI008,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Dunloy Bog,ASSI009,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Ballynahone Bog,ASSI010,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Teal Lough and Slaghtfreeden Bogs,ASSI011,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Monawilkin,ASSI013,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Monawilkin,ASSI013,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Knockballymore Lough,ASSI014,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Moninea Bog,ASSI015,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Beagh Big,ASSI016,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),20,0,Least sensitive,N Futures (2016 - 2018 baseline)
ASSI,Garvros,ASSI017,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Moneendogue,ASSI018,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Lergan,ASSI019,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Drumlisaleen,ASSI020,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,North Woodburn Glen,ASSI022,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Glenarm Woods,ASSI023,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Glenarm Woods,ASSI023,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Glen Burn,ASSI024,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Glenariff,ASSI025,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Cleggan Valley,ASSI026,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Lough Beg,ASSI027,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Lough Neagh,ASSI030,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Lough Neagh,ASSI030,Woodland,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),5,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Kiltubbrid Loughs,ASSI031,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),10,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Strangford Lough Part 2,ASSI032,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Rathlin Island - Coast,ASSI033,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
ASSI,Strangford Lough Part 3,ASSI034,Low-growing semi-natural vegetation,Sensitivity to N deposition (min. CL kg N ha-1 yr-1),8,3,Very sensitive,N Futures (2016 - 2018 baseline)
