x,y,z,Dep_typ,variable
149500,648500,7.9050817489624,Low-growing semi-natural vegetation,TotN_dep
150500,648500,7.89719390869141,Low-growing semi-natural vegetation,TotN_dep
151500,648500,7.88930606842041,Low-growing semi-natural vegetation,TotN_dep
157500,648500,7.50829219818115,Low-growing semi-natural vegetation,TotN_dep
158500,648500,7.42898416519165,Low-growing semi-natural vegetation,TotN_dep
159500,648500,7.34967565536499,Low-growing semi-natural vegetation,TotN_dep
160500,648500,7.27036762237549,Low-growing semi-natural vegetation,TotN_dep
161500,648500,7.19106006622315,Low-growing semi-natural vegetation,TotN_dep
162500,648500,7.11175203323364,Low-growing semi-natural vegetation,TotN_dep
163500,648500,7.54355430603027,Low-growing semi-natural vegetation,TotN_dep
164500,648500,7.9753565788269,Low-growing semi-natural vegetation,TotN_dep
165500,648500,8.40715885162354,Low-growing semi-natural vegetation,TotN_dep
166500,648500,8.83896064758301,Low-growing semi-natural vegetation,TotN_dep
167500,648500,9.2707633972168,Low-growing semi-natural vegetation,TotN_dep
168500,648500,9.26801300048828,Low-growing semi-natural vegetation,TotN_dep
169500,648500,9.26526260375977,Low-growing semi-natural vegetation,TotN_dep
170500,648500,9.26251220703125,Low-growing semi-natural vegetation,TotN_dep
171500,648500,9.25976276397705,Low-growing semi-natural vegetation,TotN_dep
172500,648500,9.25701236724854,Low-growing semi-natural vegetation,TotN_dep
173500,648500,9.27617835998535,Low-growing semi-natural vegetation,TotN_dep
174500,648500,9.29534339904785,Low-growing semi-natural vegetation,TotN_dep
175500,648500,9.31450843811035,Low-growing semi-natural vegetation,TotN_dep
176500,648500,9.33367347717285,Low-growing semi-natural vegetation,TotN_dep
177500,648500,9.35283851623535,Low-growing semi-natural vegetation,TotN_dep
178500,648500,9.51616477966309,Low-growing semi-natural vegetation,TotN_dep
179500,648500,9.67949295043945,Low-growing semi-natural vegetation,TotN_dep
180500,648500,9.8428201675415,Low-growing semi-natural vegetation,TotN_dep
181500,648500,10.0061464309692,Low-growing semi-natural vegetation,TotN_dep
182500,648500,10.1694736480713,Low-growing semi-natural vegetation,TotN_dep
183500,648500,10.2930183410645,Low-growing semi-natural vegetation,TotN_dep
184500,648500,10.4165639877319,Low-growing semi-natural vegetation,TotN_dep
185500,648500,10.5401086807251,Low-growing semi-natural vegetation,TotN_dep
186500,648500,10.6636524200439,Low-growing semi-natural vegetation,TotN_dep
187500,648500,10.7871971130371,Low-growing semi-natural vegetation,TotN_dep
188500,648500,10.8093023300171,Low-growing semi-natural vegetation,TotN_dep
189500,648500,10.8314085006714,Low-growing semi-natural vegetation,TotN_dep
190500,648500,10.8535137176514,Low-growing semi-natural vegetation,TotN_dep
191500,648500,10.875617980957,Low-growing semi-natural vegetation,TotN_dep
192500,648500,10.897723197937,Low-growing semi-natural vegetation,TotN_dep
193500,648500,10.8747081756592,Low-growing semi-natural vegetation,TotN_dep
194500,648500,10.851692199707,Low-growing semi-natural vegetation,TotN_dep
195500,648500,10.8286762237549,Low-growing semi-natural vegetation,TotN_dep
196500,648500,10.8056602478027,Low-growing semi-natural vegetation,TotN_dep
197500,648500,10.7826452255249,Low-growing semi-natural vegetation,TotN_dep
198500,648500,10.5116090774536,Low-growing semi-natural vegetation,TotN_dep
199500,648500,10.2405729293823,Low-growing semi-natural vegetation,TotN_dep
122500,647500,7.11933612823486,Low-growing semi-natural vegetation,TotN_dep
123500,647500,7.2583270072937,Low-growing semi-natural vegetation,TotN_dep
124500,647500,7.39731788635254,Low-growing semi-natural vegetation,TotN_dep
125500,647500,7.53630924224854,Low-growing semi-natural vegetation,TotN_dep
126500,647500,7.67530012130737,Low-growing semi-natural vegetation,TotN_dep
127500,647500,7.81429100036621,Low-growing semi-natural vegetation,TotN_dep
128500,647500,7.67878246307373,Low-growing semi-natural vegetation,TotN_dep
129500,647500,7.54327344894409,Low-growing semi-natural vegetation,TotN_dep
130500,647500,7.40776538848877,Low-growing semi-natural vegetation,TotN_dep
131500,647500,7.27225685119629,Low-growing semi-natural vegetation,TotN_dep
132500,647500,7.13674783706665,Low-growing semi-natural vegetation,TotN_dep
133500,647500,7.351487159729,Low-growing semi-natural vegetation,TotN_dep
134500,647500,7.56622695922852,Low-growing semi-natural vegetation,TotN_dep
135500,647500,7.78096580505371,Low-growing semi-natural vegetation,TotN_dep
136500,647500,7.99570512771606,Low-growing semi-natural vegetation,TotN_dep
137500,647500,8.21044445037842,Low-growing semi-natural vegetation,TotN_dep
138500,647500,8.1035327911377,Low-growing semi-natural vegetation,TotN_dep
139500,647500,7.99662065505981,Low-growing semi-natural vegetation,TotN_dep
140500,647500,7.88970851898193,Low-growing semi-natural vegetation,TotN_dep
141500,647500,7.78279685974121,Low-growing semi-natural vegetation,TotN_dep
142500,647500,7.67588424682617,Low-growing semi-natural vegetation,TotN_dep
143500,647500,7.73013782501221,Low-growing semi-natural vegetation,TotN_dep
144500,647500,7.78439044952393,Low-growing semi-natural vegetation,TotN_dep
145500,647500,7.83864402770996,Low-growing semi-natural vegetation,TotN_dep
146500,647500,7.89289712905884,Low-growing semi-natural vegetation,TotN_dep
147500,647500,7.94714975357056,Low-growing semi-natural vegetation,TotN_dep
148500,647500,7.94714975357056,Low-growing semi-natural vegetation,TotN_dep
149500,647500,7.94714975357056,Low-growing semi-natural vegetation,TotN_dep
157500,647500,7.52341461181641,Low-growing semi-natural vegetation,TotN_dep
158500,647500,7.3882098197937,Low-growing semi-natural vegetation,TotN_dep
159500,647500,7.25300550460815,Low-growing semi-natural vegetation,TotN_dep
160500,647500,7.11780118942261,Low-growing semi-natural vegetation,TotN_dep
161500,647500,6.9825963973999,Low-growing semi-natural vegetation,TotN_dep
162500,647500,6.84739208221436,Low-growing semi-natural vegetation,TotN_dep
163500,647500,7.37265014648438,Low-growing semi-natural vegetation,TotN_dep
164500,647500,7.89790725708008,Low-growing semi-natural vegetation,TotN_dep
165500,647500,8.4231653213501,Low-growing semi-natural vegetation,TotN_dep
166500,647500,8.94842338562012,Low-growing semi-natural vegetation,TotN_dep
167500,647500,9.47368049621582,Low-growing semi-natural vegetation,TotN_dep
168500,647500,9.52338409423828,Low-growing semi-natural vegetation,TotN_dep
169500,647500,9.57308864593506,Low-growing semi-natural vegetation,TotN_dep
170500,647500,9.62279415130615,Low-growing semi-natural vegetation,TotN_dep
171500,647500,9.67249774932861,Low-growing semi-natural vegetation,TotN_dep
172500,647500,9.72220230102539,Low-growing semi-natural vegetation,TotN_dep
173500,647500,9.69472026824951,Low-growing semi-natural vegetation,TotN_dep
174500,647500,9.66723823547363,Low-growing semi-natural vegetation,TotN_dep
175500,647500,9.63975715637207,Low-growing semi-natural vegetation,TotN_dep
176500,647500,9.61227416992188,Low-growing semi-natural vegetation,TotN_dep
177500,647500,9.584792137146,Low-growing semi-natural vegetation,TotN_dep
178500,647500,9.70852756500244,Low-growing semi-natural vegetation,TotN_dep
179500,647500,9.83226203918457,Low-growing semi-natural vegetation,TotN_dep
180500,647500,9.95599746704102,Low-growing semi-natural vegetation,TotN_dep
181500,647500,10.0797319412231,Low-growing semi-natural vegetation,TotN_dep
182500,647500,10.2034673690796,Low-growing semi-natural vegetation,TotN_dep
183500,647500,10.3655967712402,Low-growing semi-natural vegetation,TotN_dep
184500,647500,10.5277261734009,Low-growing semi-natural vegetation,TotN_dep
185500,647500,10.6898555755615,Low-growing semi-natural vegetation,TotN_dep
186500,647500,10.8519849777222,Low-growing semi-natural vegetation,TotN_dep
187500,647500,11.0141143798828,Low-growing semi-natural vegetation,TotN_dep
188500,647500,11.0434665679932,Low-growing semi-natural vegetation,TotN_dep
189500,647500,11.0728187561035,Low-growing semi-natural vegetation,TotN_dep
190500,647500,11.1021718978882,Low-growing semi-natural vegetation,TotN_dep
191500,647500,11.1315250396729,Low-growing semi-natural vegetation,TotN_dep
192500,647500,11.1608781814575,Low-growing semi-natural vegetation,TotN_dep
193500,647500,11.118143081665,Low-growing semi-natural vegetation,TotN_dep
194500,647500,11.0754089355469,Low-growing semi-natural vegetation,TotN_dep
195500,647500,11.0326728820801,Low-growing semi-natural vegetation,TotN_dep
196500,647500,10.9899387359619,Low-growing semi-natural vegetation,TotN_dep
197500,647500,10.9472036361694,Low-growing semi-natural vegetation,TotN_dep
198500,647500,10.6432552337646,Low-growing semi-natural vegetation,TotN_dep
199500,647500,10.3393077850342,Low-growing semi-natural vegetation,TotN_dep
122500,646500,7.11933612823486,Low-growing semi-natural vegetation,TotN_dep
123500,646500,7.20273065567017,Low-growing semi-natural vegetation,TotN_dep
124500,646500,7.28612518310547,Low-growing semi-natural vegetation,TotN_dep
125500,646500,7.36951923370361,Low-growing semi-natural vegetation,TotN_dep
126500,646500,7.45291423797607,Low-growing semi-natural vegetation,TotN_dep
127500,646500,7.53630924224854,Low-growing semi-natural vegetation,TotN_dep
128500,646500,7.44677734375,Low-growing semi-natural vegetation,TotN_dep
129500,646500,7.35724496841431,Low-growing semi-natural vegetation,TotN_dep
130500,646500,7.26771354675293,Low-growing semi-natural vegetation,TotN_dep
131500,646500,7.1781816482544,Low-growing semi-natural vegetation,TotN_dep
132500,646500,7.08864974975586,Low-growing semi-natural vegetation,TotN_dep
133500,646500,7.33155155181885,Low-growing semi-natural vegetation,TotN_dep
134500,646500,7.57445287704468,Low-growing semi-natural vegetation,TotN_dep
135500,646500,7.81735420227051,Low-growing semi-natural vegetation,TotN_dep
136500,646500,8.0602560043335,Low-growing semi-natural vegetation,TotN_dep
137500,646500,8.30315685272217,Low-growing semi-natural vegetation,TotN_dep
138500,646500,8.17770195007324,Low-growing semi-natural vegetation,TotN_dep
139500,646500,8.05224800109863,Low-growing semi-natural vegetation,TotN_dep
140500,646500,7.92679357528687,Low-growing semi-natural vegetation,TotN_dep
141500,646500,7.8013391494751,Low-growing semi-natural vegetation,TotN_dep
142500,646500,7.67588424682617,Low-growing semi-natural vegetation,TotN_dep
143500,646500,7.73013782501221,Low-growing semi-natural vegetation,TotN_dep
144500,646500,7.78439044952393,Low-growing semi-natural vegetation,TotN_dep
145500,646500,7.83864402770996,Low-growing semi-natural vegetation,TotN_dep
146500,646500,7.89289712905884,Low-growing semi-natural vegetation,TotN_dep
147500,646500,7.94714975357056,Low-growing semi-natural vegetation,TotN_dep
148500,646500,7.94714975357056,Low-growing semi-natural vegetation,TotN_dep
149500,646500,7.94714975357056,Low-growing semi-natural vegetation,TotN_dep
157500,646500,7.52341461181641,Low-growing semi-natural vegetation,TotN_dep
158500,646500,7.44229125976563,Low-growing semi-natural vegetation,TotN_dep
159500,646500,7.36116886138916,Low-growing semi-natural vegetation,TotN_dep
160500,646500,7.2800464630127,Low-growing semi-natural vegetation,TotN_dep
161500,646500,7.19892406463623,Low-growing semi-natural vegetation,TotN_dep
162500,646500,7.11780118942261,Low-growing semi-natural vegetation,TotN_dep
163500,646500,7.56863164901733,Low-growing semi-natural vegetation,TotN_dep
164500,646500,8.01946258544922,Low-growing semi-natural vegetation,TotN_dep
165500,646500,8.47029399871826,Low-growing semi-natural vegetation,TotN_dep
166500,646500,8.92112445831299,Low-growing semi-natural vegetation,TotN_dep
167500,646500,9.37195587158203,Low-growing semi-natural vegetation,TotN_dep
168500,646500,9.46692085266113,Low-growing semi-natural vegetation,TotN_dep
169500,646500,9.56188583374023,Low-growing semi-natural vegetation,TotN_dep
170500,646500,9.65685081481934,Low-growing semi-natural vegetation,TotN_dep
171500,646500,9.75181674957275,Low-growing semi-natural vegetation,TotN_dep
172500,646500,9.84678268432617,Low-growing semi-natural vegetation,TotN_dep
173500,646500,9.86750411987305,Low-growing semi-natural vegetation,TotN_dep
174500,646500,9.88822555541992,Low-growing semi-natural vegetation,TotN_dep
175500,646500,9.9089469909668,Low-growing semi-natural vegetation,TotN_dep
176500,646500,9.92966842651367,Low-growing semi-natural vegetation,TotN_dep
177500,646500,9.95038986206055,Low-growing semi-natural vegetation,TotN_dep
178500,646500,10.0165662765503,Low-growing semi-natural vegetation,TotN_dep
179500,646500,10.08274269104,Low-growing semi-natural vegetation,TotN_dep
180500,646500,10.1489210128784,Low-growing semi-natural vegetation,TotN_dep
181500,646500,10.2150974273682,Low-growing semi-natural vegetation,TotN_dep
182500,646500,10.2812747955322,Low-growing semi-natural vegetation,TotN_dep
183500,646500,10.4560070037842,Low-growing semi-natural vegetation,TotN_dep
184500,646500,10.6307382583618,Low-growing semi-natural vegetation,TotN_dep
185500,646500,10.8054714202881,Low-growing semi-natural vegetation,TotN_dep
186500,646500,10.9802017211914,Low-growing semi-natural vegetation,TotN_dep
187500,646500,11.1549339294434,Low-growing semi-natural vegetation,TotN_dep
188500,646500,11.192346572876,Low-growing semi-natural vegetation,TotN_dep
189500,646500,11.2297611236572,Low-growing semi-natural vegetation,TotN_dep
190500,646500,11.2671737670898,Low-growing semi-natural vegetation,TotN_dep
191500,646500,11.3045873641968,Low-growing semi-natural vegetation,TotN_dep
192500,646500,11.3420000076294,Low-growing semi-natural vegetation,TotN_dep
193500,646500,11.4050817489624,Low-growing semi-natural vegetation,TotN_dep
194500,646500,11.4681644439697,Low-growing semi-natural vegetation,TotN_dep
195500,646500,11.5312471389771,Low-growing semi-natural vegetation,TotN_dep
196500,646500,11.5943288803101,Low-growing semi-natural vegetation,TotN_dep
197500,646500,11.6574115753174,Low-growing semi-natural vegetation,TotN_dep
198500,646500,11.3451681137085,Low-growing semi-natural vegetation,TotN_dep
199500,646500,11.0329256057739,Low-growing semi-natural vegetation,TotN_dep
122500,645500,7.11933612823486,Low-growing semi-natural vegetation,TotN_dep
123500,645500,7.14713382720947,Low-growing semi-natural vegetation,TotN_dep
124500,645500,7.1749324798584,Low-growing semi-natural vegetation,TotN_dep
125500,645500,7.20273065567017,Low-growing semi-natural vegetation,TotN_dep
126500,645500,7.23052883148193,Low-growing semi-natural vegetation,TotN_dep
127500,645500,7.2583270072937,Low-growing semi-natural vegetation,TotN_dep
128500,645500,7.21477127075195,Low-growing semi-natural vegetation,TotN_dep
129500,645500,7.17121648788452,Low-growing semi-natural vegetation,TotN_dep
130500,645500,7.12766122817993,Low-growing semi-natural vegetation,TotN_dep
131500,645500,7.08410692214966,Low-growing semi-natural vegetation,TotN_dep
132500,645500,7.04055118560791,Low-growing semi-natural vegetation,TotN_dep
133500,645500,7.31161499023438,Low-growing semi-natural vegetation,TotN_dep
134500,645500,7.58267879486084,Low-growing semi-natural vegetation,TotN_dep
135500,645500,7.85374212265015,Low-growing semi-natural vegetation,TotN_dep
136500,645500,8.12480545043945,Low-growing semi-natural vegetation,TotN_dep
137500,645500,8.39586925506592,Low-growing semi-natural vegetation,TotN_dep
138500,645500,8.25187301635742,Low-growing semi-natural vegetation,TotN_dep
139500,645500,8.10787582397461,Low-growing semi-natural vegetation,TotN_dep
140500,645500,7.9638786315918,Low-growing semi-natural vegetation,TotN_dep
141500,645500,7.81988143920898,Low-growing semi-natural vegetation,TotN_dep
142500,645500,7.67588424682617,Low-growing semi-natural vegetation,TotN_dep
143500,645500,7.73013782501221,Low-growing semi-natural vegetation,TotN_dep
144500,645500,7.78439044952393,Low-growing semi-natural vegetation,TotN_dep
145500,645500,7.83864402770996,Low-growing semi-natural vegetation,TotN_dep
146500,645500,7.89289712905884,Low-growing semi-natural vegetation,TotN_dep
147500,645500,7.94714975357056,Low-growing semi-natural vegetation,TotN_dep
148500,645500,7.94714975357056,Low-growing semi-natural vegetation,TotN_dep
149500,645500,7.94714975357056,Low-growing semi-natural vegetation,TotN_dep
157500,645500,7.52341461181641,Low-growing semi-natural vegetation,TotN_dep
158500,645500,7.49637317657471,Low-growing semi-natural vegetation,TotN_dep
159500,645500,7.46933221817017,Low-growing semi-natural vegetation,TotN_dep
160500,645500,7.44229125976563,Low-growing semi-natural vegetation,TotN_dep
161500,645500,7.41525077819824,Low-growing semi-natural vegetation,TotN_dep
162500,645500,7.3882098197937,Low-growing semi-natural vegetation,TotN_dep
163500,645500,7.76461362838745,Low-growing semi-natural vegetation,TotN_dep
164500,645500,8.14101791381836,Low-growing semi-natural vegetation,TotN_dep
165500,645500,8.51742172241211,Low-growing semi-natural vegetation,TotN_dep
166500,645500,8.89382553100586,Low-growing semi-natural vegetation,TotN_dep
167500,645500,9.27022933959961,Low-growing semi-natural vegetation,TotN_dep
168500,645500,9.41045665740967,Low-growing semi-natural vegetation,TotN_dep
169500,645500,9.55068302154541,Low-growing semi-natural vegetation,TotN_dep
170500,645500,9.69090938568115,Low-growing semi-natural vegetation,TotN_dep
171500,645500,9.83113670349121,Low-growing semi-natural vegetation,TotN_dep
172500,645500,9.97136211395264,Low-growing semi-natural vegetation,TotN_dep
173500,645500,10.0402879714966,Low-growing semi-natural vegetation,TotN_dep
174500,645500,10.1092128753662,Low-growing semi-natural vegetation,TotN_dep
175500,645500,10.1781368255615,Low-growing semi-natural vegetation,TotN_dep
176500,645500,10.2470607757568,Low-growing semi-natural vegetation,TotN_dep
177500,645500,10.3159866333008,Low-growing semi-natural vegetation,TotN_dep
178500,645500,10.3246059417725,Low-growing semi-natural vegetation,TotN_dep
179500,645500,10.3332242965698,Low-growing semi-natural vegetation,TotN_dep
180500,645500,10.3418436050415,Low-growing semi-natural vegetation,TotN_dep
181500,645500,10.3504619598389,Low-growing semi-natural vegetation,TotN_dep
182500,645500,10.3590812683105,Low-growing semi-natural vegetation,TotN_dep
183500,645500,10.5464162826538,Low-growing semi-natural vegetation,TotN_dep
184500,645500,10.7337512969971,Low-growing semi-natural vegetation,TotN_dep
185500,645500,10.9210863113403,Low-growing semi-natural vegetation,TotN_dep
186500,645500,11.108419418335,Low-growing semi-natural vegetation,TotN_dep
187500,645500,11.2957553863525,Low-growing semi-natural vegetation,TotN_dep
188500,645500,11.3412284851074,Low-growing semi-natural vegetation,TotN_dep
189500,645500,11.386700630188,Low-growing semi-natural vegetation,TotN_dep
190500,645500,11.4321746826172,Low-growing semi-natural vegetation,TotN_dep
191500,645500,11.4776477813721,Low-growing semi-natural vegetation,TotN_dep
192500,645500,11.5231218338013,Low-growing semi-natural vegetation,TotN_dep
193500,645500,11.6920204162598,Low-growing semi-natural vegetation,TotN_dep
194500,645500,11.8609199523926,Low-growing semi-natural vegetation,TotN_dep
195500,645500,12.0298204421997,Low-growing semi-natural vegetation,TotN_dep
196500,645500,12.1987199783325,Low-growing semi-natural vegetation,TotN_dep
197500,645500,12.3676195144653,Low-growing semi-natural vegetation,TotN_dep
198500,645500,12.0470819473267,Low-growing semi-natural vegetation,TotN_dep
199500,645500,11.7265434265137,Low-growing semi-natural vegetation,TotN_dep
122500,644500,7.11933612823486,Low-growing semi-natural vegetation,TotN_dep
123500,644500,7.09153747558594,Low-growing semi-natural vegetation,TotN_dep
124500,644500,7.06373929977417,Low-growing semi-natural vegetation,TotN_dep
125500,644500,7.03594160079956,Low-growing semi-natural vegetation,TotN_dep
126500,644500,7.00814294815064,Low-growing semi-natural vegetation,TotN_dep
127500,644500,6.98034477233887,Low-growing semi-natural vegetation,TotN_dep
128500,644500,6.98276662826538,Low-growing semi-natural vegetation,TotN_dep
129500,644500,6.98518800735474,Low-growing semi-natural vegetation,TotN_dep
130500,644500,6.98760986328125,Low-growing semi-natural vegetation,TotN_dep
131500,644500,6.99003171920776,Low-growing semi-natural vegetation,TotN_dep
132500,644500,6.99245262145996,Low-growing semi-natural vegetation,TotN_dep
133500,644500,7.29167890548706,Low-growing semi-natural vegetation,TotN_dep
134500,644500,7.590904712677,Low-growing semi-natural vegetation,TotN_dep
135500,644500,7.89013004302979,Low-growing semi-natural vegetation,TotN_dep
136500,644500,8.18935585021973,Low-growing semi-natural vegetation,TotN_dep
137500,644500,8.48858165740967,Low-growing semi-natural vegetation,TotN_dep
138500,644500,8.32604217529297,Low-growing semi-natural vegetation,TotN_dep
139500,644500,8.16350269317627,Low-growing semi-natural vegetation,TotN_dep
