ID,NAME,Dep_typ,VARIABLE,VALUE,LABEL,SCORE,DATA_SRCE
ASSI264,Hare Island,Low-growing semi-natural vegetation,% total N deposition from NI,55.7153392330384,Major contributions from NI sources,3,Source Attribution 2012
ASSI265,Rathsherry,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,87.3735352677333,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI265,Rathsherry,Low-growing semi-natural vegetation,% total N deposition from Europe,11.846656054968,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI265,Rathsherry,Low-growing semi-natural vegetation,% total N deposition from NI,76.2364448849653,Major contributions from NI sources,3,Source Attribution 2012
ASSI266,Ballyrisk More,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,79.0222222222222,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI266,Ballyrisk More,Low-growing semi-natural vegetation,% total N deposition from Europe,19.1751889728768,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI266,Ballyrisk More,Low-growing semi-natural vegetation,% total N deposition from NI,67.3299244108493,Major contributions from NI sources,3,Source Attribution 2012
ASSI267,Coolnasillagh,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,78.0687397708674,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI267,Coolnasillagh,Low-growing semi-natural vegetation,% total N deposition from Europe,18.7961531856431,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI267,Coolnasillagh,Low-growing semi-natural vegetation,% total N deposition from NI,65.7908294693457,Major contributions from NI sources,3,Source Attribution 2012
ASSI268,Round Lough and Lough Fadda,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,81.1515760391812,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI268,Round Lough and Lough Fadda,Low-growing semi-natural vegetation,% total N deposition from Europe,17.522061290937,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI268,Round Lough and Lough Fadda,Low-growing semi-natural vegetation,% total N deposition from NI,74.3408820888619,Major contributions from NI sources,3,Source Attribution 2012
ASSI269,Devenish Island,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,66.7235786238689,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI269,Devenish Island,Low-growing semi-natural vegetation,% total N deposition from Europe,25.0985272764987,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI269,Devenish Island,Low-growing semi-natural vegetation,% total N deposition from NI,64.0116158473346,Major contributions from NI sources,3,Source Attribution 2012
ASSI270,Lough Navar Scarps and Lakes,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,53.3370893021507,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI270,Lough Navar Scarps and Lakes,Low-growing semi-natural vegetation,% total N deposition from Europe,38.8279092987627,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI270,Lough Navar Scarps and Lakes,Low-growing semi-natural vegetation,% total N deposition from NI,43.2337941936825,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI271,Big Dog Scarps and Lakes,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,52.5778710663051,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI271,Big Dog Scarps and Lakes,Low-growing semi-natural vegetation,% total N deposition from Europe,40.632535157984,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI271,Big Dog Scarps and Lakes,Low-growing semi-natural vegetation,% total N deposition from NI,41.3363695552783,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI273,Sheepland Coast,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,71.5580639644262,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI273,Sheepland Coast,Low-growing semi-natural vegetation,% total N deposition from Europe,22.4098375699734,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI273,Sheepland Coast,Low-growing semi-natural vegetation,% total N deposition from NI,57.9517298338993,Major contributions from NI sources,3,Source Attribution 2012
ASSI274,Dunaree Hill,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,77.324973876698,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI274,Dunaree Hill,Low-growing semi-natural vegetation,% total N deposition from Europe,23.9987451636516,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI274,Dunaree Hill,Low-growing semi-natural vegetation,% total N deposition from NI,63.107811356269,Major contributions from NI sources,3,Source Attribution 2012
ASSI275,Kirlish,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,79.9450926561428,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI275,Kirlish,Low-growing semi-natural vegetation,% total N deposition from Europe,19.8615217053057,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI275,Kirlish,Low-growing semi-natural vegetation,% total N deposition from NI,67.5431772210985,Major contributions from NI sources,3,Source Attribution 2012
ASSI276,Sloughan and Willmount Glens,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,77.324973876698,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI276,Sloughan and Willmount Glens,Low-growing semi-natural vegetation,% total N deposition from Europe,23.9987451636516,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI276,Sloughan and Willmount Glens,Low-growing semi-natural vegetation,% total N deposition from NI,63.107811356269,Major contributions from NI sources,3,Source Attribution 2012
ASSI294,Lough Corr,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,79.9450926561428,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI294,Lough Corr,Low-growing semi-natural vegetation,% total N deposition from Europe,19.8615217053057,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI294,Lough Corr,Low-growing semi-natural vegetation,% total N deposition from NI,67.5431772210985,Major contributions from NI sources,3,Source Attribution 2012
ASSI295,Lough Gullion,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,80.1017407506827,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI295,Lough Gullion,Low-growing semi-natural vegetation,% total N deposition from Europe,14.5613866123259,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI295,Lough Gullion,Low-growing semi-natural vegetation,% total N deposition from NI,75.4447475914422,Major contributions from NI sources,3,Source Attribution 2012
ASSI296,River Faughan and Tributaries,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,71.7492186657323,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI296,River Faughan and Tributaries,Low-growing semi-natural vegetation,% total N deposition from Europe,20.6898904362676,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI296,River Faughan and Tributaries,Low-growing semi-natural vegetation,% total N deposition from NI,65.7173756099061,Major contributions from NI sources,3,Source Attribution 2012
ASSI297,Knocknashangan,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,60.1930036188179,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI297,Knocknashangan,Low-growing semi-natural vegetation,% total N deposition from Europe,39.9074517312909,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI297,Knocknashangan,Low-growing semi-natural vegetation,% total N deposition from NI,43.1466411361098,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI298,Blackslee,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,71.8147917961467,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI298,Blackslee,Low-growing semi-natural vegetation,% total N deposition from Europe,31.5380631796996,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI298,Blackslee,Low-growing semi-natural vegetation,% total N deposition from NI,52.5893319523563,Major contributions from NI sources,3,Source Attribution 2012
ASSI299,Ross,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,43.5344827586207,Substantial contribution from NI Agriculture,2,Source Attribution 2012
ASSI299,Ross,Low-growing semi-natural vegetation,% total N deposition from Europe,48.0544374161396,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI299,Ross,Low-growing semi-natural vegetation,% total N deposition from NI,32.8924669350201,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI300,Scraghy,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,69.191597708466,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI300,Scraghy,Low-growing semi-natural vegetation,% total N deposition from Europe,27.8136594750584,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI300,Scraghy,Low-growing semi-natural vegetation,% total N deposition from NI,56.0808025285145,Major contributions from NI sources,3,Source Attribution 2012
ASSI302,Carey Valley,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,76.8982468231086,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI302,Carey Valley,Low-growing semi-natural vegetation,% total N deposition from Europe,20.6789227016983,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI302,Carey Valley,Low-growing semi-natural vegetation,% total N deposition from NI,53.3568408489861,Major contributions from NI sources,3,Source Attribution 2012
ASSI303,Slieveanorra and Croaghan,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,81.9633423613168,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI303,Slieveanorra and Croaghan,Low-growing semi-natural vegetation,% total N deposition from Europe,16.8591874589703,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI303,Slieveanorra and Croaghan,Low-growing semi-natural vegetation,% total N deposition from NI,64.0146039815572,Major contributions from NI sources,3,Source Attribution 2012
ASSI305,Moneystaghan Bog,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,84.3363580807145,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI305,Moneystaghan Bog,Low-growing semi-natural vegetation,% total N deposition from Europe,12.580625511716,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI305,Moneystaghan Bog,Low-growing semi-natural vegetation,% total N deposition from NI,77.5125708718232,Major contributions from NI sources,3,Source Attribution 2012
ASSI307,Knocknacloy,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,87.2651713537516,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI307,Knocknacloy,Low-growing semi-natural vegetation,% total N deposition from Europe,12.1716848174247,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI307,Knocknacloy,Low-growing semi-natural vegetation,% total N deposition from NI,81.8934748787407,Major contributions from NI sources,3,Source Attribution 2012
ASSI308,Annaghagh Bog,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,85.3044111265102,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI308,Annaghagh Bog,Low-growing semi-natural vegetation,% total N deposition from Europe,14.0798909493094,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI308,Annaghagh Bog,Low-growing semi-natural vegetation,% total N deposition from NI,78.2673685738645,Major contributions from NI sources,3,Source Attribution 2012
ASSI309,Mullaghcarn,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,77.4950767273999,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI309,Mullaghcarn,Low-growing semi-natural vegetation,% total N deposition from Europe,20.3530017597318,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI309,Mullaghcarn,Low-growing semi-natural vegetation,% total N deposition from NI,67.3609337949337,Major contributions from NI sources,3,Source Attribution 2012
ASSI321,Tullyratty,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,76.4363310561093,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI321,Tullyratty,Low-growing semi-natural vegetation,% total N deposition from Europe,17.0187042173387,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI321,Tullyratty,Low-growing semi-natural vegetation,% total N deposition from NI,67.8330132991964,Major contributions from NI sources,3,Source Attribution 2012
ASSI322,Drumbegger,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,66.6912306558585,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI322,Drumbegger,Low-growing semi-natural vegetation,% total N deposition from Europe,33.1913858133593,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI322,Drumbegger,Low-growing semi-natural vegetation,% total N deposition from NI,51.8554568682322,Major contributions from NI sources,3,Source Attribution 2012
ASSI323,Little Deer Park,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,79.3035140024565,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI323,Little Deer Park,Low-growing semi-natural vegetation,% total N deposition from Europe,18.4693546567383,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI323,Little Deer Park,Low-growing semi-natural vegetation,% total N deposition from NI,58.0418590688941,Major contributions from NI sources,3,Source Attribution 2012
ASSI324,Keadew,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,76.050190943808,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI324,Keadew,Low-growing semi-natural vegetation,% total N deposition from Europe,26.4173582641736,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI324,Keadew,Low-growing semi-natural vegetation,% total N deposition from NI,60.9339066093391,Major contributions from NI sources,3,Source Attribution 2012
ASSI330,Fair Head and Murlough Bay,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,78.5685318525832,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI330,Fair Head and Murlough Bay,Low-growing semi-natural vegetation,% total N deposition from Europe,20.8289192662779,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI330,Fair Head and Murlough Bay,Low-growing semi-natural vegetation,% total N deposition from NI,52.5359411863601,Major contributions from NI sources,3,Source Attribution 2012
ASSI331,Glen East,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,51.3359614542269,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI331,Glen East,Low-growing semi-natural vegetation,% total N deposition from Europe,41.5205664194201,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI331,Glen East,Low-growing semi-natural vegetation,% total N deposition from NI,40.8293998651382,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI332,Tower More,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,59.3771645589338,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI332,Tower More,Low-growing semi-natural vegetation,% total N deposition from Europe,40.3500144893984,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI332,Tower More,Low-growing semi-natural vegetation,% total N deposition from NI,42.5896111139522,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI333,Galboly,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,72.619402135209,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI333,Galboly,Low-growing semi-natural vegetation,% total N deposition from Europe,21.8532259460155,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI333,Galboly,Low-growing semi-natural vegetation,% total N deposition from NI,48.6925823227104,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI336,Blaeberry Island Bog,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,77.3122224367639,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI336,Blaeberry Island Bog,Low-growing semi-natural vegetation,% total N deposition from Europe,11.4382051614577,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI336,Blaeberry Island Bog,Low-growing semi-natural vegetation,% total N deposition from NI,74.7438723900921,Major contributions from NI sources,3,Source Attribution 2012
ASSI339,Brackagh Bog,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,81.1149157588039,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI339,Brackagh Bog,Low-growing semi-natural vegetation,% total N deposition from Europe,13.6226227596116,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI339,Brackagh Bog,Low-growing semi-natural vegetation,% total N deposition from NI,77.6238074710149,Major contributions from NI sources,3,Source Attribution 2012
ASSI342,Caledon and Tynan,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,81.4899534842249,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI342,Caledon and Tynan,Low-growing semi-natural vegetation,% total N deposition from Europe,17.9379113927417,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI342,Caledon and Tynan,Low-growing semi-natural vegetation,% total N deposition from NI,75.2900284672694,Major contributions from NI sources,3,Source Attribution 2012
ASSI343,North Woodburn Reservoir,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,82.9097575202066,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI343,North Woodburn Reservoir,Low-growing semi-natural vegetation,% total N deposition from Europe,12.9300428735752,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI343,North Woodburn Reservoir,Low-growing semi-natural vegetation,% total N deposition from NI,72.7334518456551,Major contributions from NI sources,3,Source Attribution 2012
ASSI344,South Woodburn,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,68.1049423890427,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI344,South Woodburn,Low-growing semi-natural vegetation,% total N deposition from Europe,14.8617152235926,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI344,South Woodburn,Low-growing semi-natural vegetation,% total N deposition from NI,67.8608592762695,Major contributions from NI sources,3,Source Attribution 2012
ASSI345,Copeland Reservoir,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,73.892566191446,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI345,Copeland Reservoir,Low-growing semi-natural vegetation,% total N deposition from Europe,14.6630427207471,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI345,Copeland Reservoir,Low-growing semi-natural vegetation,% total N deposition from NI,66.8966478500244,Major contributions from NI sources,3,Source Attribution 2012
ASSI348,Lough Macrory,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,81.720737458911,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI348,Lough Macrory,Low-growing semi-natural vegetation,% total N deposition from Europe,17.6329302633758,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI348,Lough Macrory,Low-growing semi-natural vegetation,% total N deposition from NI,70.9458340235216,Major contributions from NI sources,3,Source Attribution 2012
ASSI349,Baronscourt,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,72.6719233739766,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI349,Baronscourt,Low-growing semi-natural vegetation,% total N deposition from Europe,16.1586538196829,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI349,Baronscourt,Low-growing semi-natural vegetation,% total N deposition from NI,74.834306377082,Major contributions from NI sources,3,Source Attribution 2012
ASSI350,Castlecoole,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,75.6139545558871,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI350,Castlecoole,Low-growing semi-natural vegetation,% total N deposition from Europe,21.0268174986156,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI350,Castlecoole,Low-growing semi-natural vegetation,% total N deposition from NI,70.7697175856341,Major contributions from NI sources,3,Source Attribution 2012
ASSI351,Western Mournes and Kilfeaghan Upper,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,66.0664732877755,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI351,Western Mournes and Kilfeaghan Upper,Low-growing semi-natural vegetation,% total N deposition from Europe,30.0773509777572,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI351,Western Mournes and Kilfeaghan Upper,Low-growing semi-natural vegetation,% total N deposition from NI,51.0838134720856,Major contributions from NI sources,3,Source Attribution 2012
ASSI352,White Water River,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,68.7422028479805,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI352,White Water River,Low-growing semi-natural vegetation,% total N deposition from Europe,29.0062121894481,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI352,White Water River,Low-growing semi-natural vegetation,% total N deposition from NI,53.4748220785442,Major contributions from NI sources,3,Source Attribution 2012
ASSI353,Lough Anierin,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,49.6509882342866,Substantial contribution from NI Agriculture,2,Source Attribution 2012
ASSI353,Lough Anierin,Low-growing semi-natural vegetation,% total N deposition from Europe,45.1144210415411,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI353,Lough Anierin,Low-growing semi-natural vegetation,% total N deposition from NI,35.6367392720661,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI354,Lough Cowey,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,80.6705645181069,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI354,Lough Cowey,Low-growing semi-natural vegetation,% total N deposition from Europe,16.2120325303432,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI354,Lough Cowey,Low-growing semi-natural vegetation,% total N deposition from NI,68.3265048364241,Major contributions from NI sources,3,Source Attribution 2012
ASSI355,Glenariff Glen,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,77.1657041314971,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI355,Glenariff Glen,Low-growing semi-natural vegetation,% total N deposition from Europe,18.4386120996441,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI355,Glenariff Glen,Low-growing semi-natural vegetation,% total N deposition from NI,56.8134638196916,Major contributions from NI sources,3,Source Attribution 2012
ASSI356,Rathlin Island - Kebble,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,18.0299304139121,Minor contributions from NI Agriculture,1,Source Attribution 2012
ASSI356,Rathlin Island - Kebble,Low-growing semi-natural vegetation,% total N deposition from Europe,13.0312701516083,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI356,Rathlin Island - Kebble,Low-growing semi-natural vegetation,% total N deposition from NI,71.7570449130333,Major contributions from NI sources,3,Source Attribution 2012
ASSI357,Killeter Forest and Bogs and Lakes,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,41.4633425244392,Substantial contribution from NI Agriculture,2,Source Attribution 2012
ASSI357,Killeter Forest and Bogs and Lakes,Low-growing semi-natural vegetation,% total N deposition from Europe,37.4747647259105,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI357,Killeter Forest and Bogs and Lakes,Low-growing semi-natural vegetation,% total N deposition from NI,40.897681117791,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI358,Tyrella and Minerstown,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,79.4358345844559,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI358,Tyrella and Minerstown,Low-growing semi-natural vegetation,% total N deposition from Europe,20.1464084459095,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI358,Tyrella and Minerstown,Low-growing semi-natural vegetation,% total N deposition from NI,62.8994967938556,Major contributions from NI sources,3,Source Attribution 2012
ASSI359,Lough Naman Bog and Lake,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,51.3359614542269,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI359,Lough Naman Bog and Lake,Low-growing semi-natural vegetation,% total N deposition from Europe,41.5205664194201,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI359,Lough Naman Bog and Lake,Low-growing semi-natural vegetation,% total N deposition from NI,40.8293998651382,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI364,Tempo River,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,77.0309906287497,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI364,Tempo River,Low-growing semi-natural vegetation,% total N deposition from Europe,20.6642060689807,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI364,Tempo River,Low-growing semi-natural vegetation,% total N deposition from NI,71.7838594786098,Major contributions from NI sources,3,Source Attribution 2012
ASSI371,Gortcorbies,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,75.4963025205881,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI371,Gortcorbies,Low-growing semi-natural vegetation,% total N deposition from Europe,19.7779416205745,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI371,Gortcorbies,Low-growing semi-natural vegetation,% total N deposition from NI,65.8573431596141,Major contributions from NI sources,3,Source Attribution 2012
ASSI372,Craigs,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,86.5284553019399,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI372,Craigs,Low-growing semi-natural vegetation,% total N deposition from Europe,10.7997697760771,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI372,Craigs,Low-growing semi-natural vegetation,% total N deposition from NI,79.2945445255076,Major contributions from NI sources,3,Source Attribution 2012
ASSI375,Marlbank,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,54.701368962356,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI375,Marlbank,Low-growing semi-natural vegetation,% total N deposition from Europe,43.9362174749758,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI375,Marlbank,Low-growing semi-natural vegetation,% total N deposition from NI,38.3704864445859,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI376,Florence Court,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,61.962873642345,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI376,Florence Court,Low-growing semi-natural vegetation,% total N deposition from Europe,39.8166417706707,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI376,Florence Court,Low-growing semi-natural vegetation,% total N deposition from NI,45.6807339976847,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI377,Shane's Castle,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,78.7416602675445,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI377,Shane's Castle,Low-growing semi-natural vegetation,% total N deposition from Europe,11.068029269592,Minor contributions from European/RoI sources,1,Source Attribution 2012
ASSI377,Shane's Castle,Low-growing semi-natural vegetation,% total N deposition from NI,79.5483092762185,Major contributions from NI sources,3,Source Attribution 2012
ASSI378,Croagh Bog,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,48.926992001324,Substantial contribution from NI Agriculture,2,Source Attribution 2012
ASSI378,Croagh Bog,Low-growing semi-natural vegetation,% total N deposition from Europe,37.5122298877848,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI378,Croagh Bog,Low-growing semi-natural vegetation,% total N deposition from NI,41.4939576835706,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI379,Mournes Coast,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,63.8572367698236,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI379,Mournes Coast,Low-growing semi-natural vegetation,% total N deposition from Europe,29.8165276444441,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI379,Mournes Coast,Low-growing semi-natural vegetation,% total N deposition from NI,48.3212066511879,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI380,Lough Formal,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,46.2469465653038,Substantial contribution from NI Agriculture,2,Source Attribution 2012
ASSI380,Lough Formal,Low-growing semi-natural vegetation,% total N deposition from Europe,43.2825258707448,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI380,Lough Formal,Low-growing semi-natural vegetation,% total N deposition from NI,38.5289591731185,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI385,Stranacally,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,51.6490093021581,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI385,Stranacally,Low-growing semi-natural vegetation,% total N deposition from Europe,42.0509743536527,Substantial contribution from European/RoI sources,2,Source Attribution 2012
ASSI385,Stranacally,Low-growing semi-natural vegetation,% total N deposition from NI,39.8956965055442,Substantial contribution from NI sources,2,Source Attribution 2012
ASSI386,St. John's Point,Low-growing semi-natural vegetation,% dry NHx deposition from NI agriculture,64.6914680329695,Major contributions from NI Agriculture,3,Source Attribution 2012
ASSI386,St. John's Point,Low-growing semi-natural vegetation,% total N deposition from Europe,27.8931451612903,Substantial contribution from European/RoI sources,2,Source Attribution 2012
